timestamp,quat_x,quat_y,quat_z,quat_w,cart_x,cart_y,cart_z
1719929136151,0.02,0.03,0.0,1.0,0.0,0.0,0.0
1719929136184,0.02,0.03,0.0,1.0,0.0,0.0,0.0
1719929136217,0.02,0.03,0.0,1.0,0.0,0.0,0.0
1719929136251,0.02,0.03,0.0,1.0,0.0,0.0,0.0
1719929136284,0.02,0.03,0.0,1.0,0.0,0.0,0.0
1719929136317,0.02,0.03,0.0,1.0,0.0,0.0,0.0
1719929136350,0.02,0.03,0.0,1.0,0.0,0.0,0.0
1719929136383,0.02,0.03,0.0,1.0,0.0,0.0,0.0
1719929136416,0.02,0.03,0.0,1.0,0.0,0.0,0.0
1719929136449,0.02,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929136482,0.02,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929136515,0.02,0.03,0.0,1.0,0.0,0.0,-0.0
1719929136549,0.02,0.03,0.0,1.0,0.0,0.0,-0.0
1719929136582,0.02,0.03,0.0,1.0,0.0,0.0,-0.0
1719929136615,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929136648,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929136681,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929136714,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929136747,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929136780,0.01,0.03,0.01,1.0,0.0,0.0,-0.0
1719929136813,0.01,0.03,0.01,1.0,0.0,0.0,-0.0
1719929136847,0.01,0.03,0.01,1.0,0.0,0.0,-0.0
1719929136880,0.01,0.03,0.01,1.0,0.0,0.0,-0.0
1719929136913,0.01,0.03,0.01,1.0,0.0,0.0,-0.0
1719929136946,0.01,0.03,0.01,1.0,0.0,0.0,-0.0
1719929136979,0.01,0.03,0.01,1.0,0.0,0.0,-0.0
1719929137012,0.01,0.03,0.01,1.0,0.0,0.0,-0.0
1719929137045,0.01,0.03,0.01,1.0,0.0,0.0,-0.0
1719929137078,0.01,0.03,0.01,1.0,0.0,0.0,-0.0
1719929137112,0.01,0.03,0.01,1.0,0.0,0.0,-0.0
1719929137145,0.01,0.03,0.01,1.0,0.0,0.0,-0.0
1719929137178,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929137211,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929137245,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929137278,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929137311,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929137345,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929137378,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929137411,0.01,0.03,0.0,1.0,0.0,0.0,-0.0
1719929137445,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137478,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137511,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137545,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137578,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137611,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137645,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137678,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137711,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137745,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137778,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137811,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137845,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137878,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137911,0.01,0.03,0.0,1.0,0.0,-0.0,-0.0
1719929137945,0.01,0.03,0.01,1.0,0.0,-0.0,-0.0
1719929137978,0.01,0.03,0.01,1.0,0.0,-0.0,-0.0
1719929138011,0.01,0.03,0.01,1.0,0.0,-0.0,-0.0
1719929138045,0.01,0.03,0.01,1.0,0.0,-0.0,-0.0
1719929138078,0.01,0.03,0.01,1.0,0.0,-0.0,-0.0
1719929138111,0.01,0.03,0.01,1.0,-0.0,-0.0,-0.0
1719929138145,0.01,0.03,0.01,1.0,-0.0,-0.0,-0.0
1719929138178,0.01,0.03,0.01,1.0,-0.0,-0.0,-0.0
1719929138211,0.01,0.03,0.01,1.0,-0.0,-0.0,-0.0
1719929138245,0.01,0.03,0.01,1.0,-0.0,-0.0,-0.0
1719929138278,0.01,0.03,0.01,1.0,-0.0,-0.0,-0.0
1719929138311,0.01,0.03,0.01,1.0,-0.0,-0.0,-0.0
1719929138345,0.01,0.03,0.01,1.0,-0.0,-0.0,-0.0
1719929138378,0.01,0.03,0.01,1.0,-0.0,-0.0,-0.0
1719929138411,0.01,0.03,0.01,1.0,-0.0,-0.0,-0.0
1719929138445,0.01,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929138478,0.01,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929138511,0.01,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929138545,0.01,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929138578,0.01,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929138611,0.02,0.02,0.01,1.0,-0.01,-0.01,-0.0
1719929138645,0.02,0.02,0.01,1.0,-0.01,-0.01,-0.0
1719929138678,0.02,0.02,0.01,1.0,-0.01,-0.01,-0.0
1719929138711,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929138745,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929138778,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929138811,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929138845,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929138878,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929138911,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929138945,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929138978,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139011,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139045,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139078,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139111,0.02,0.03,0.0,1.0,-0.01,-0.01,0.0
1719929139145,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139178,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139211,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139245,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139278,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139311,0.02,0.03,0.0,1.0,-0.01,-0.01,0.0
1719929139345,0.02,0.03,0.0,1.0,-0.01,-0.01,0.0
1719929139378,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139411,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139445,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139478,0.02,0.03,0.0,1.0,-0.01,-0.01,-0.0
1719929139511,0.02,0.03,0.0,1.0,-0.01,-0.01,0.0
1719929139545,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139578,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139611,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139645,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139678,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139711,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139745,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139778,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139811,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139845,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139878,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139911,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139945,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929139978,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140011,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140045,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140078,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140111,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140145,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140178,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140211,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140245,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140278,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140311,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140345,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140378,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140411,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140445,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140478,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140511,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140545,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140578,0.02,0.03,0.01,1.0,-0.01,-0.01,-0.0
1719929140611,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929140645,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929140678,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.01
1719929140711,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.01
1719929140745,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.01
1719929140778,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.01
1719929140811,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929140845,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.01
1719929140878,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929140911,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929140945,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929140978,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141011,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141045,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141078,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141111,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141145,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141178,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141211,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141245,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141278,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141311,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141345,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141378,0.01,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141411,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141445,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141478,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141511,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141545,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141578,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141611,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141645,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141678,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141711,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141745,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141778,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141811,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141844,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141878,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141911,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141945,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929141978,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929142011,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929142045,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929142078,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929142111,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929142145,0.02,0.03,0.01,1.0,-0.01,-0.0,-0.0
1719929142178,0.02,0.03,0.01,1.0,-0.01,0.0,-0.0
1719929142211,0.02,0.03,0.01,1.0,-0.01,0.0,-0.0
1719929142245,0.02,0.03,0.01,1.0,-0.01,0.0,-0.0
1719929142278,0.02,0.03,0.01,1.0,-0.01,0.0,-0.0
1719929142311,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142345,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142378,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142411,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142445,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142478,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142511,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142545,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142578,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142611,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142645,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142678,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142711,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142745,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142778,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142811,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142844,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142878,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142911,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142944,0.02,0.03,0.01,1.0,-0.0,0.0,-0.0
1719929142978,0.02,0.03,0.01,1.0,-0.0,0.01,-0.0
1719929143011,0.02,0.03,0.01,1.0,-0.0,0.01,-0.01
1719929143045,0.02,0.03,0.01,1.0,-0.0,0.01,-0.01
1719929143078,0.02,0.03,0.01,1.0,-0.0,0.01,-0.01
1719929143111,0.02,0.03,0.01,1.0,-0.0,0.01,-0.01
1719929143145,0.02,0.03,0.01,1.0,-0.0,0.01,-0.01
1719929143178,0.02,0.03,0.02,1.0,-0.0,0.01,-0.01
1719929143211,0.02,0.03,0.02,1.0,-0.0,0.01,-0.01
1719929143245,0.02,0.03,0.02,1.0,-0.0,0.01,-0.01
1719929143278,0.02,0.03,0.01,1.0,-0.0,0.01,-0.01
1719929143311,0.02,0.03,0.01,1.0,-0.0,0.01,-0.01
1719929143345,0.02,0.03,0.01,1.0,-0.0,0.01,-0.01
1719929143378,0.02,0.03,0.01,1.0,-0.0,0.01,-0.01
1719929143411,0.02,0.03,0.01,1.0,-0.0,0.01,-0.01
1719929143445,0.02,0.04,0.01,1.0,-0.0,0.01,-0.01
1719929143478,0.02,0.04,0.01,1.0,-0.0,0.01,-0.01
1719929143511,0.02,0.04,0.01,1.0,-0.0,0.01,-0.01
1719929143545,0.02,0.04,0.01,1.0,-0.0,0.0,-0.01
1719929143578,0.02,0.04,0.01,1.0,-0.0,0.0,-0.01
1719929143611,0.02,0.04,0.01,1.0,-0.0,0.0,-0.01
1719929143645,0.02,0.04,0.01,1.0,0.0,0.0,-0.01
1719929143678,0.02,0.04,0.01,1.0,0.0,0.0,-0.01
1719929143711,0.02,0.04,0.01,1.0,0.0,0.0,-0.01
1719929143745,0.03,0.05,0.01,1.0,0.0,0.0,-0.01
1719929143778,0.03,0.05,0.01,1.0,0.0,0.0,-0.01
1719929143811,0.03,0.05,0.01,1.0,0.0,0.0,-0.01
1719929143845,0.03,0.05,0.01,1.0,0.0,-0.0,-0.01
1719929143878,0.03,0.05,0.01,1.0,0.0,-0.0,-0.01
1719929143911,0.03,0.05,0.01,1.0,0.0,-0.0,-0.01
1719929143944,0.03,0.06,0.01,1.0,0.0,-0.0,-0.01
1719929143978,0.03,0.06,0.01,1.0,0.01,-0.0,-0.01
1719929144011,0.03,0.06,0.02,1.0,0.01,-0.0,-0.01
1719929144044,0.03,0.06,0.02,1.0,0.02,-0.0,-0.01
1719929144078,0.03,0.06,0.02,1.0,0.02,-0.01,-0.01
1719929144111,0.03,0.07,0.02,1.0,0.02,-0.01,-0.01
1719929144144,0.03,0.07,0.02,1.0,0.02,-0.01,-0.01
1719929144178,0.03,0.07,0.02,1.0,0.03,-0.01,-0.01
1719929144211,0.03,0.07,0.02,1.0,0.03,-0.01,-0.01
1719929144244,0.02,0.07,0.02,1.0,0.04,-0.01,-0.01
1719929144278,0.02,0.07,0.02,1.0,0.04,-0.01,-0.02
1719929144311,0.02,0.07,0.02,1.0,0.05,-0.01,-0.02
1719929144344,0.02,0.08,0.02,1.0,0.06,-0.01,-0.02
1719929144378,0.02,0.08,0.02,1.0,0.06,-0.02,-0.02
1719929144411,0.02,0.08,0.01,1.0,0.08,-0.02,-0.02
1719929144444,0.02,0.09,0.01,1.0,0.09,-0.02,-0.02
1719929144478,0.02,0.09,0.01,1.0,0.1,-0.02,-0.02
1719929144511,0.02,0.09,0.01,1.0,0.11,-0.03,-0.03
1719929144544,0.02,0.09,0.01,1.0,0.12,-0.03,-0.03
1719929144578,0.03,0.1,0.01,0.99,0.13,-0.04,-0.03
1719929144611,0.03,0.1,0.01,0.99,0.16,-0.04,-0.04
1719929144644,0.03,0.1,0.01,0.99,0.18,-0.05,-0.04
1719929144678,0.03,0.1,0.01,0.99,0.19,-0.06,-0.04
1719929144711,0.03,0.1,0.01,0.99,0.21,-0.07,-0.05
1719929144744,0.03,0.1,0.01,0.99,0.23,-0.08,-0.05
1719929144778,0.04,0.09,0.01,1.0,0.26,-0.09,-0.05
1719929144811,0.04,0.09,0.01,0.99,0.28,-0.1,-0.05
1719929144844,0.04,0.09,0.0,1.0,0.3,-0.12,-0.05
1719929144878,0.04,0.09,-0.0,1.0,0.33,-0.13,-0.04
1719929144911,0.04,0.09,-0.01,1.0,0.35,-0.15,-0.04
1719929144944,0.04,0.09,-0.01,1.0,0.38,-0.17,-0.04
1719929144978,0.04,0.08,-0.02,1.0,0.4,-0.19,-0.03
1719929145011,0.04,0.07,-0.02,1.0,0.43,-0.21,-0.03
1719929145044,0.04,0.07,-0.03,1.0,0.45,-0.23,-0.02
1719929145078,0.03,0.08,-0.03,1.0,0.47,-0.24,-0.02
1719929145111,0.03,0.08,-0.03,1.0,0.49,-0.25,-0.02
1719929145178,0.03,0.09,-0.03,0.99,0.53,-0.27,-0.02
1719929145211,0.03,0.09,-0.03,1.0,0.55,-0.28,-0.02
1719929145244,0.03,0.09,-0.03,0.99,0.58,-0.28,-0.02
1719929145278,0.02,0.1,-0.04,0.99,0.6,-0.29,-0.02
1719929145311,0.02,0.11,-0.04,0.99,0.62,-0.3,-0.03
1719929145344,0.02,0.11,-0.04,0.99,0.65,-0.31,-0.04
1719929145378,0.01,0.11,-0.05,0.99,0.67,-0.32,-0.04
1719929145411,0.01,0.11,-0.06,0.99,0.7,-0.32,-0.05
1719929145444,0.01,0.12,-0.07,0.99,0.73,-0.33,-0.05
1719929145478,0.01,0.12,-0.07,0.99,0.76,-0.34,-0.06
1719929145511,0.0,0.12,-0.08,0.99,0.78,-0.34,-0.06
1719929145544,0.0,0.12,-0.09,0.99,0.82,-0.35,-0.06
1719929145578,-0.0,0.11,-0.09,0.99,0.85,-0.35,-0.06
1719929145611,-0.0,0.11,-0.1,0.99,0.89,-0.35,-0.06
1719929145644,0.0,0.1,-0.1,0.99,0.93,-0.35,-0.05
1719929145678,0.0,0.09,-0.1,0.99,0.96,-0.34,-0.05
1719929145711,0.0,0.08,-0.09,0.99,0.99,-0.33,-0.03
1719929145744,0.0,0.07,-0.09,0.99,1.03,-0.33,-0.03
1719929145778,0.0,0.07,-0.09,0.99,1.06,-0.32,-0.03
1719929145811,0.01,0.08,-0.09,0.99,1.09,-0.32,-0.03
1719929145844,0.01,0.09,-0.09,0.99,1.11,-0.31,-0.03
1719929145878,0.01,0.09,-0.09,0.99,1.14,-0.31,-0.03
1719929145911,0.01,0.09,-0.09,0.99,1.17,-0.31,-0.03
1719929145944,0.01,0.09,-0.09,0.99,1.2,-0.31,-0.03
1719929145978,0.01,0.09,-0.09,0.99,1.23,-0.31,-0.03
1719929146011,0.01,0.09,-0.08,0.99,1.26,-0.31,-0.03
1719929146044,0.01,0.1,-0.08,0.99,1.29,-0.31,-0.04
1719929146078,0.02,0.1,-0.07,0.99,1.33,-0.31,-0.04
1719929146111,0.02,0.1,-0.07,0.99,1.36,-0.31,-0.05
1719929146144,0.02,0.1,-0.06,0.99,1.4,-0.32,-0.05
1719929146178,0.03,0.09,-0.06,0.99,1.43,-0.32,-0.05
1719929146211,0.03,0.09,-0.05,0.99,1.46,-0.32,-0.06
1719929146244,0.03,0.08,-0.05,0.99,1.49,-0.33,-0.06
1719929146278,0.03,0.08,-0.04,1.0,1.53,-0.34,-0.06
1719929146311,0.03,0.07,-0.03,1.0,1.57,-0.34,-0.06
1719929146344,0.02,0.06,-0.03,1.0,1.61,-0.35,-0.05
1719929146378,0.02,0.05,-0.03,1.0,1.65,-0.36,-0.04
1719929146411,0.01,0.04,-0.02,1.0,1.69,-0.37,-0.03
1719929146444,0.01,0.04,-0.01,1.0,1.73,-0.38,-0.04
1719929146478,0.01,0.06,-0.0,1.0,1.77,-0.38,-0.03
1719929146511,0.01,0.07,0.01,1.0,1.8,-0.38,-0.03
1719929146544,0.01,0.05,0.02,1.0,1.83,-0.37,-0.03
1719929146578,0.01,0.05,0.03,1.0,1.86,-0.37,-0.02
1719929146611,0.01,0.06,0.04,1.0,1.89,-0.37,-0.03
1719929146644,0.0,0.06,0.04,1.0,1.94,-0.37,-0.03
1719929146678,0.0,0.06,0.05,1.0,1.97,-0.37,-0.03
1719929146711,-0.0,0.06,0.05,1.0,2.01,-0.36,-0.03
1719929146744,-0.0,0.06,0.06,1.0,2.04,-0.36,-0.04
1719929146778,-0.0,0.06,0.06,1.0,2.1,-0.37,-0.05
1719929146811,-0.0,0.06,0.06,1.0,2.13,-0.37,-0.05
1719929146844,-0.01,0.06,0.06,1.0,2.17,-0.37,-0.06
1719929146878,-0.01,0.06,0.06,1.0,2.21,-0.37,-0.05
1719929146911,-0.01,0.05,0.06,1.0,2.24,-0.37,-0.06
1719929146944,-0.01,0.04,0.06,1.0,2.28,-0.36,-0.05
1719929146978,-0.0,0.03,0.06,1.0,2.32,-0.35,-0.05
1719929147011,0.0,0.02,0.06,1.0,2.37,-0.35,-0.02
1719929147044,0.0,0.02,0.06,1.0,2.41,-0.34,-0.02
1719929147078,0.0,0.03,0.06,1.0,2.45,-0.33,-0.03
1719929147111,0.01,0.03,0.06,1.0,2.49,-0.33,-0.03
1719929147144,0.01,0.03,0.06,1.0,2.52,-0.32,-0.02
1719929147178,0.01,0.04,0.06,1.0,2.56,-0.32,-0.02
1719929147211,0.01,0.04,0.06,1.0,2.6,-0.32,-0.02
1719929147244,0.01,0.04,0.06,1.0,2.64,-0.31,-0.02
1719929147278,0.02,0.04,0.06,1.0,2.67,-0.31,-0.02
1719929147311,0.02,0.05,0.06,1.0,2.71,-0.3,-0.04
1719929147344,0.02,0.06,0.06,1.0,2.75,-0.3,-0.04
1719929147378,0.02,0.06,0.06,1.0,2.79,-0.3,-0.05
1719929147411,0.02,0.06,0.07,1.0,2.83,-0.3,-0.05
1719929147444,0.03,0.07,0.07,1.0,2.87,-0.3,-0.06
1719929147478,0.03,0.07,0.07,0.99,2.91,-0.29,-0.08
1719929147511,0.03,0.07,0.07,0.99,2.95,-0.29,-0.09
1719929147544,0.03,0.08,0.08,0.99,3.0,-0.28,-0.1
1719929147578,0.03,0.08,0.08,0.99,3.05,-0.29,-0.1
1719929147611,0.02,0.07,0.08,0.99,3.1,-0.29,-0.09
1719929147644,0.02,0.07,0.08,0.99,3.14,-0.29,-0.08
1719929147678,0.02,0.07,0.09,0.99,3.19,-0.29,-0.09
1719929147711,0.02,0.09,0.1,0.99,3.23,-0.29,-0.09
1719929147744,0.01,0.09,0.1,0.99,3.26,-0.28,-0.1
1719929147778,0.01,0.08,0.11,0.99,3.3,-0.28,-0.09
1719929147811,0.01,0.08,0.12,0.99,3.36,-0.27,-0.08
1719929147844,0.01,0.09,0.13,0.99,3.4,-0.26,-0.08
1719929147878,0.01,0.09,0.14,0.99,3.41,-0.24,-0.09
1719929147911,0.01,0.09,0.14,0.99,3.45,-0.24,-0.09
1719929147944,0.01,0.1,0.15,0.98,3.48,-0.23,-0.1
1719929147978,0.01,0.1,0.15,0.98,3.5,-0.22,-0.1
1719929148011,0.01,0.1,0.16,0.98,3.53,-0.21,-0.11
1719929148044,0.01,0.11,0.17,0.98,3.57,-0.19,-0.11
1719929148078,0.01,0.11,0.17,0.98,3.6,-0.17,-0.12
1719929148111,0.01,0.1,0.17,0.98,3.64,-0.15,-0.11
1719929148144,0.01,0.09,0.18,0.98,3.68,-0.13,-0.11
1719929148178,0.01,0.08,0.18,0.98,3.72,-0.11,-0.1
1719929148211,0.02,0.07,0.19,0.98,3.79,-0.08,-0.08
1719929148244,0.02,0.06,0.19,0.98,3.83,-0.06,-0.07
1719929148278,0.03,0.06,0.2,0.98,3.84,-0.04,-0.05
1719929148311,0.03,0.07,0.2,0.98,3.87,-0.02,-0.05
1719929148344,0.03,0.07,0.2,0.98,3.89,-0.0,-0.05
1719929148378,0.03,0.07,0.21,0.98,3.92,0.02,-0.05
1719929148411,0.03,0.08,0.21,0.97,3.95,0.04,-0.05
1719929148444,0.03,0.08,0.21,0.97,4.0,0.06,-0.06
1719929148478,0.04,0.08,0.22,0.97,4.03,0.08,-0.06
1719929148511,0.04,0.09,0.23,0.97,4.06,0.1,-0.06
1719929148544,0.04,0.09,0.24,0.97,4.1,0.12,-0.07
1719929148578,0.04,0.09,0.25,0.96,4.13,0.15,-0.08
1719929148611,0.04,0.1,0.26,0.96,4.14,0.17,-0.08
1719929148644,0.04,0.1,0.27,0.96,4.17,0.19,-0.09
1719929148678,0.04,0.1,0.27,0.96,4.21,0.21,-0.09
1719929148711,0.04,0.09,0.28,0.95,4.24,0.23,-0.09
1719929148744,0.04,0.09,0.29,0.95,4.28,0.25,-0.09
1719929148778,0.04,0.09,0.29,0.95,4.32,0.27,-0.09
1719929148811,0.04,0.08,0.29,0.95,4.39,0.29,-0.08
1719929148844,0.04,0.06,0.29,0.95,4.43,0.31,-0.07
1719929148878,0.04,0.06,0.3,0.95,4.47,0.32,-0.06
1719929148911,0.03,0.08,0.31,0.95,4.51,0.35,-0.06
1719929148944,0.03,0.09,0.31,0.95,4.54,0.38,-0.07
